sales_date,order_id,product_name,category,price,quantity,total,discount,shipping_fee,total_sales,customer_name,customer_address,channel,rating,status
2025-02-04,P01942,Kopi,Makanan,25000,2,50000,0,18000,68000,Cahya,Palembang,Online - Toko Hijau,3,Success
2025-02-04,P01943,Minyak Goreng,Makanan,18000,3,54000,0,25000,79000,Yuni,Medan,Online - Toko Oren,5,Pending
2025-02-04,P01944,Kopi,Makanan,25000,2,50000,0,18000,68000,Hana,Palembang,Online - Toko Oren,5,Pending
2025-02-04,P01945,Pasta Gigi,Perawatan,15000,2,30000,0,20000,50000,Cahya,Surabaya,Offline,1,Pending
2025-02-04,P01946,Sabun Mandi,Pembersih,7000,3,21000,0,22000,43000,Santi,Makassar,Online - Toko Oren,5,Success
2025-02-04,P01947,Deterjen,Pembersih,10000,3,30000,0,15000,45000,Eka,Jakarta,Offline,2,Failed
2025-02-04,P01948,Sabun Cuci,Pembersih,5000,1,5000,0,10000,15000,Chandra,Depok,Online - Toko Hijau,2,Failed
2025-02-04,P01949,Minyak Goreng,Makanan,18000,3,54000,0,30000,84000,Ocha,Samarinda,Offline,2,Failed
2025-02-04,P01950,Shampo,Perawatan,20000,3,60000,0,18000,78000,Gilang,Palembang,Online - Toko Oren,2,Failed
2025-02-05,P01951,Sabun Cuci,Pembersih,5000,3,15000,0,22000,37000,Fiona,Makassar,Online - Toko Oren,5,Pending
2025-02-05,P01952,Pasta Gigi,Perawatan,15000,3,45000,0,15000,60000,Juli,Semarang,Online - Toko Hijau,3,Failed
2025-02-05,P01953,Sabun Cuci,Pembersih,5000,1,5000,0,0,5000,Nadia,Bandung,Online - Toko Hijau,1,Failed
2025-02-05,P01954,Pembersih Wajah,Perawatan,12000,1,12000,0,15000,27000,Mutiara,Jakarta,Online - Toko Hijau,5,Pending
2025-02-05,P01955,Pembersih Wajah,Perawatan,12000,1,12000,0,22000,34000,Bintang,Makassar,Offline,4,Returned
2025-02-05,P01956,Deterjen,Pembersih,10000,3,30000,0,12000,42000,Stefan,Bogor,Online - Toko Oren,4,Pending
2025-02-05,P01957,Pembersih Wajah,Perawatan,12000,2,24000,0,22000,46000,Arief,Makassar,Online - Toko Hijau,1,Failed
2025-02-05,P01958,Teh,Makanan,15000,2,30000,0,25000,55000,Wira,Bali,Online - Toko Oren,5,Failed
2025-02-05,P01959,Pasta Gigi,Perawatan,15000,3,45000,0,12000,57000,Eli,Bekasi,Online - Toko Hijau,3,Pending
2025-02-05,P01960,Minyak Goreng,Makanan,18000,2,36000,0,22000,58000,Tian,Makassar,Online - Toko Oren,3,Returned
2025-02-05,P01961,Kopi,Makanan,25000,1,25000,0,10000,35000,Sari,Depok,Offline,2,Pending
2025-02-05,P01962,Teh,Makanan,15000,2,30000,0,20000,50000,Oki,Malang,Online - Toko Oren,2,Pending
2025-02-05,P01963,Teh,Makanan,15000,3,45000,0,22000,67000,Yuni,Makassar,Offline,3,Returned
2025-02-05,P01964,Sabun Mandi,Pembersih,7000,3,21000,0,15000,36000,Tegar,Semarang,Offline,2,Success
2025-02-05,P01965,Pembersih Lantai,Pembersih,8000,2,16000,0,20000,36000,Zenia,Malang,Online - Toko Oren,2,Pending
2025-02-05,P01966,Minyak Goreng,Makanan,18000,3,54000,0,13000,67000,Udin,Tangerang,Offline,1,Success
2025-02-05,P01967,Pembersih Lantai,Pembersih,8000,2,16000,0,25000,41000,Yusuf,Medan,Online - Toko Hijau,5,Failed
2025-02-05,P01968,Teh,Makanan,15000,1,15000,0,18000,33000,Ika,Yogyakarta,Offline,2,Pending
2025-02-05,P01969,Sabun Mandi,Pembersih,7000,2,14000,0,13000,27000,Ulya,Tangerang,Offline,4,Pending
2025-02-05,P01970,Pembersih Wajah,Perawatan,12000,3,36000,0,25000,61000,Juli,Medan,Online - Toko Hijau,2,Failed
2025-02-05,P01971,Pembersih Wajah,Perawatan,12000,1,12000,0,20000,32000,Citra,Malang,Offline,3,Pending
2025-02-05,P01972,Kopi,Makanan,25000,2,50000,0,15000,65000,Lia,Jakarta,Online - Toko Hijau,5,Returned
2025-02-05,P01973,Pembersih Lantai,Pembersih,8000,1,8000,0,12000,20000,Yusuf,Bogor,Offline,5,Success
2025-02-05,P01974,Pembersih Wajah,Perawatan,12000,1,12000,0,25000,37000,Hana,Medan,Online - Toko Hijau,3,Failed
2025-02-05,P01975,Teh,Makanan,15000,1,15000,0,25000,40000,Beni,Medan,Online - Toko Hijau,5,Failed
2025-02-05,P01976,Minyak Goreng,Makanan,18000,1,18000,0,25000,43000,Maya,Medan,Offline,3,Pending
2025-02-05,P01977,Pembersih Wajah,Perawatan,12000,2,24000,0,22000,46000,Oto,Makassar,Online - Toko Hijau,1,Failed
2025-02-05,P01978,Pembersih Lantai,Pembersih,8000,2,16000,0,12000,28000,Zara,Bogor,Online - Toko Hijau,4,Pending
2025-02-05,P01979,Sabun Mandi,Pembersih,7000,3,21000,0,15000,36000,Farhan,Jakarta,Online - Toko Hijau,5,Failed
2025-02-05,P01980,Teh,Makanan,15000,1,15000,0,25000,40000,Herry,Bali,Offline,4,Failed
2025-02-05,P01981,Pasta Gigi,Perawatan,15000,3,45000,0,20000,65000,Hana,Malang,Online - Toko Hijau,3,Failed
2025-02-05,P01982,Kopi,Makanan,25000,1,25000,0,12000,37000,Deni,Bogor,Online - Toko Hijau,3,Success
2025-02-05,P01983,Pembersih Lantai,Pembersih,8000,3,24000,0,20000,44000,Wira,Surabaya,Online - Toko Hijau,4,Pending
2025-02-05,P01984,Sabun Mandi,Pembersih,7000,2,14000,0,10000,24000,Oki,Depok,Online - Toko Hijau,4,Returned
2025-02-05,P01985,Pasta Gigi,Perawatan,15000,2,30000,0,15000,45000,Stefan,Semarang,Online - Toko Oren,5,Pending
2025-02-05,P01986,Kopi,Makanan,25000,2,50000,0,18000,68000,Maya,Palembang,Online - Toko Oren,3,Success
2025-02-05,P01987,Deterjen,Pembersih,10000,2,20000,0,20000,40000,Luki,Surabaya,Offline,4,Failed
2025-02-05,P01988,Sabun Cuci,Pembersih,5000,2,10000,0,18000,28000,Widi,Yogyakarta,Offline,1,Returned
2025-02-05,P01989,Kopi,Makanan,25000,1,25000,0,13000,38000,Umar,Tangerang,Online - Toko Oren,5,Returned
2025-02-05,P01990,Pembersih Lantai,Pembersih,8000,2,16000,0,15000,31000,Nico,Jakarta,Offline,2,Success
2025-02-05,P01991,Sabun Cuci,Pembersih,5000,1,5000,0,20000,25000,Hana,Malang,Online - Toko Oren,2,Returned
2025-02-05,P01992,Shampo,Perawatan,20000,2,40000,0,12000,52000,Vina,Bekasi,Online - Toko Hijau,5,Failed
2025-02-05,P01993,Deterjen,Pembersih,10000,2,20000,0,30000,50000,Oki,Samarinda,Offline,4,Success
2025-02-05,P01994,Sabun Mandi,Pembersih,7000,3,21000,0,13000,34000,Deni,Tangerang,Online - Toko Oren,1,Returned
2025-02-05,P01995,Teh,Makanan,15000,1,15000,0,12000,27000,Arief,Bekasi,Online - Toko Oren,2,Success
2025-02-05,P01996,Kopi,Makanan,25000,3,75000,0,20000,95000,Wira,Surabaya,Online - Toko Oren,5,Success
2025-02-05,P01997,Shampo,Perawatan,20000,3,60000,0,12000,72000,Sari,Bogor,Online - Toko Oren,5,Pending
2025-02-05,P01998,Pembersih Wajah,Perawatan,12000,3,36000,0,13000,49000,Vera,Tangerang,Offline,4,Returned
2025-02-05,P01999,Deterjen,Pembersih,10000,1,10000,0,20000,30000,Fadli,Surabaya,Online - Toko Hijau,5,Returned
2025-02-05,P02000,Sabun Cuci,Pembersih,5000,3,15000,0,20000,35000,Herry,Surabaya,Offline,1,Returned
2025-02-05,P02001,Pembersih Wajah,Perawatan,12000,1,12000,0,12000,24000,Cindy,Bogor,Offline,3,Pending
2025-02-05,P02002,Sabun Mandi,Pembersih,7000,2,14000,0,25000,39000,Deni,Medan,Offline,3,Pending
2025-02-05,P02003,Sabun Mandi,Pembersih,7000,1,7000,0,30000,37000,Nadia,Samarinda,Online - Toko Hijau,2,Failed
2025-02-05,P02004,Kopi,Makanan,25000,1,25000,0,25000,50000,Budi,Medan,Offline,3,Pending
2025-02-05,P02005,Pembersih Wajah,Perawatan,12000,3,36000,0,22000,58000,Santi,Makassar,Online - Toko Hijau,2,Returned
2025-02-05,P02006,Minyak Goreng,Makanan,18000,2,36000,0,25000,61000,Hana,Bali,Offline,2,Failed
2025-02-05,P02007,Teh,Makanan,15000,1,15000,0,25000,40000,Dewa,Medan,Online - Toko Oren,3,Pending
2025-02-06,P02008,Pembersih Lantai,Pembersih,8000,3,24000,0,12000,36000,Stefan,Bekasi,Online - Toko Oren,1,Returned
2025-02-06,P02009,Minyak Goreng,Makanan,18000,1,18000,0,30000,48000,Kiki,Samarinda,Online - Toko Oren,1,Failed
2025-02-06,P02010,Pasta Gigi,Perawatan,15000,3,45000,0,22000,67000,Mutiara,Makassar,Online - Toko Hijau,3,Pending
2025-02-06,P02011,Sabun Cuci,Pembersih,5000,3,15000,0,25000,40000,Widi,Bali,Online - Toko Hijau,1,Returned
2025-02-06,P02012,Kopi,Makanan,25000,2,50000,0,12000,62000,Putri,Bekasi,Offline,1,Pending
2025-02-06,P02013,Pembersih Wajah,Perawatan,12000,3,36000,0,25000,61000,Dewa,Medan,Online - Toko Oren,5,Pending
2025-02-06,P02014,Sabun Mandi,Pembersih,7000,2,14000,0,22000,36000,Riko,Makassar,Offline,5,Returned
2025-02-06,P02015,Pasta Gigi,Perawatan,15000,1,15000,0,25000,40000,Cindy,Medan,Offline,2,Success
2025-02-06,P02016,Teh,Makanan,15000,3,45000,0,20000,65000,Krisna,Surabaya,Offline,2,Success
2025-02-06,P02017,Kopi,Makanan,25000,3,75000,0,12000,87000,Wira,Bogor,Online - Toko Oren,5,Returned
2025-02-06,P02018,Pasta Gigi,Perawatan,15000,3,45000,0,30000,75000,Umi,Samarinda,Offline,3,Returned
2025-02-06,P02019,Shampo,Perawatan,20000,1,20000,0,15000,35000,Siska,Semarang,Online - Toko Hijau,2,Failed
2025-02-06,P02020,Sabun Mandi,Pembersih,7000,1,7000,0,15000,22000,Nia,Semarang,Offline,1,Returned
2025-02-06,P02021,Shampo,Perawatan,20000,1,20000,0,30000,50000,Nia,Samarinda,Online - Toko Hijau,1,Pending
2025-02-06,P02022,Pembersih Lantai,Pembersih,8000,3,24000,0,20000,44000,Lia,Surabaya,Offline,5,Returned
2025-02-06,P02023,Pasta Gigi,Perawatan,15000,1,15000,0,20000,35000,Arief,Malang,Online - Toko Oren,1,Pending
2025-02-06,P02024,Deterjen,Pembersih,10000,3,30000,0,15000,45000,Umi,Semarang,Online - Toko Hijau,4,Pending
2025-02-06,P02025,Teh,Makanan,15000,1,15000,0,20000,35000,Rian,Surabaya,Online - Toko Hijau,4,Success
2025-02-06,P02026,Pasta Gigi,Perawatan,15000,2,30000,0,13000,43000,Lestari,Tangerang,Online - Toko Oren,5,Pending
2025-02-06,P02027,Teh,Makanan,15000,3,45000,0,12000,57000,Cahya,Bogor,Offline,5,Pending
2025-02-06,P02028,Sabun Cuci,Pembersih,5000,2,10000,0,22000,32000,Bobby,Makassar,Offline,5,Success
2025-02-06,P02029,Minyak Goreng,Makanan,18000,3,54000,0,20000,74000,Umar,Surabaya,Offline,2,Success
2025-02-06,P02030,Pembersih Wajah,Perawatan,12000,2,24000,0,0,24000,Cindy,Bandung,Online - Toko Oren,1,Success
2025-02-06,P02031,Pembersih Lantai,Pembersih,8000,1,8000,0,13000,21000,Rian,Tangerang,Offline,5,Pending
2025-02-06,P02032,Pasta Gigi,Perawatan,15000,3,45000,0,20000,65000,Putri,Surabaya,Online - Toko Oren,4,Failed
2025-02-06,P02033,Sabun Cuci,Pembersih,5000,2,10000,0,15000,25000,Aulia,Semarang,Offline,3,Failed
2025-02-06,P02034,Pembersih Lantai,Pembersih,8000,1,8000,0,18000,26000,Riko,Palembang,Online - Toko Oren,1,Returned
2025-02-06,P02035,Pasta Gigi,Perawatan,15000,1,15000,0,25000,40000,Omar,Medan,Offline,5,Pending
2025-02-06,P02036,Sabun Mandi,Pembersih,7000,1,7000,0,30000,37000,Wira,Samarinda,Online - Toko Oren,2,Pending
2025-02-06,P02037,Teh,Makanan,15000,1,15000,0,22000,37000,Joko,Makassar,Online - Toko Oren,2,Success
2025-02-06,P02038,Teh,Makanan,15000,1,15000,0,12000,27000,Cindy,Bekasi,Online - Toko Hijau,3,Returned
2025-02-06,P02039,Deterjen,Pembersih,10000,2,20000,0,12000,32000,Petrus,Bekasi,Online - Toko Oren,1,Returned
2025-02-06,P02040,Shampo,Perawatan,20000,2,40000,0,25000,65000,Joko,Bali,Offline,5,Success
2025-02-06,P02041,Pasta Gigi,Perawatan,15000,3,45000,0,10000,55000,Citra,Depok,Offline,2,Returned
2025-02-06,P02042,Pembersih Lantai,Pembersih,8000,3,24000,0,25000,49000,Oki,Medan,Online - Toko Oren,4,Success
2025-02-06,P02043,Pembersih Wajah,Perawatan,12000,2,24000,0,20000,44000,Indah,Surabaya,Offline,2,Failed
2025-02-06,P02044,Pembersih Wajah,Perawatan,12000,2,24000,0,0,24000,Riko,Bandung,Online - Toko Oren,5,Failed
2025-02-06,P02045,Deterjen,Pembersih,10000,3,30000,0,30000,60000,Deni,Samarinda,Online - Toko Hijau,3,Pending
2025-02-06,P02046,Pembersih Wajah,Perawatan,12000,1,12000,0,18000,30000,Vira,Yogyakarta,Offline,5,Success
2025-02-06,P02047,Pembersih Wajah,Perawatan,12000,2,24000,0,30000,54000,Tina,Samarinda,Offline,1,Failed
2025-02-06,P02048,Pembersih Lantai,Pembersih,8000,3,24000,0,0,24000,Citra,Bandung,Offline,1,Success
2025-02-06,P02049,Pembersih Lantai,Pembersih,8000,2,16000,0,30000,46000,Bintang,Samarinda,Online - Toko Oren,2,Failed
2025-02-06,P02050,Pasta Gigi,Perawatan,15000,1,15000,0,10000,25000,Citra,Depok,Online - Toko Hijau,3,Failed
2025-02-06,P02051,Minyak Goreng,Makanan,18000,1,18000,0,13000,31000,Vera,Tangerang,Online - Toko Hijau,2,Returned
2025-02-06,P02052,Shampo,Perawatan,20000,3,60000,0,18000,78000,Oto,Yogyakarta,Online - Toko Hijau,2,Pending
2025-02-06,P02053,Teh,Makanan,15000,3,45000,0,13000,58000,Yuni,Tangerang,Offline,4,Returned
2025-02-06,P02054,Deterjen,Pembersih,10000,2,20000,0,15000,35000,Petrus,Jakarta,Online - Toko Oren,1,Success
2025-02-06,P02055,Deterjen,Pembersih,10000,3,30000,0,13000,43000,Widi,Tangerang,Offline,2,Returned
2025-02-06,P02056,Teh,Makanan,15000,2,30000,0,25000,55000,Elisa,Medan,Online - Toko Oren,1,Failed
2025-02-06,P02057,Minyak Goreng,Makanan,18000,3,54000,0,12000,66000,Siska,Bekasi,Online - Toko Oren,4,Returned
2025-02-06,P02058,Pasta Gigi,Perawatan,15000,1,15000,0,10000,25000,Budi,Depok,Offline,1,Pending
2025-02-06,P02059,Pembersih Wajah,Perawatan,12000,2,24000,0,10000,34000,Bobby,Depok,Online - Toko Hijau,2,Failed
2025-02-06,P02060,Sabun Cuci,Pembersih,5000,2,10000,0,15000,25000,Kenny,Semarang,Online - Toko Oren,2,Success
2025-02-07,P02061,Pembersih Lantai,Pembersih,8000,2,16000,0,18000,34000,Kiki,Yogyakarta,Offline,5,Pending
2025-02-07,P02062,Kopi,Makanan,25000,1,25000,0,0,25000,Dewa,Bandung,Online - Toko Oren,1,Pending
2025-02-07,P02063,Deterjen,Pembersih,10000,1,10000,0,18000,28000,Widi,Yogyakarta,Online - Toko Hijau,3,Success
2025-02-07,P02064,Pembersih Lantai,Pembersih,8000,2,16000,0,30000,46000,Yusuf,Samarinda,Offline,2,Pending
2025-02-07,P02065,Shampo,Perawatan,20000,2,40000,0,0,40000,Bobby,Bandung,Online - Toko Hijau,5,Returned
2025-02-07,P02066,Pembersih Lantai,Pembersih,8000,3,24000,0,15000,39000,Yusuf,Semarang,Online - Toko Oren,3,Pending
2025-02-07,P02067,Minyak Goreng,Makanan,18000,3,54000,0,15000,69000,Rina,Semarang,Offline,4,Success
2025-02-07,P02068,Sabun Cuci,Pembersih,5000,3,15000,0,12000,27000,Petrus,Bogor,Online - Toko Hijau,3,Returned
2025-02-07,P02069,Sabun Mandi,Pembersih,7000,2,14000,0,25000,39000,Andi,Medan,Online - Toko Oren,2,Failed
2025-02-07,P02070,Pasta Gigi,Perawatan,15000,2,30000,0,13000,43000,Nadia,Tangerang,Online - Toko Oren,5,Pending
2025-02-07,P02071,Shampo,Perawatan,20000,3,60000,0,0,60000,Sari,Bandung,Online - Toko Hijau,4,Pending
2025-02-07,P02072,Kopi,Makanan,25000,1,25000,0,10000,35000,Aulia,Depok,Offline,5,Pending
2025-02-07,P02073,Sabun Cuci,Pembersih,5000,3,15000,0,15000,30000,Nia,Jakarta,Online - Toko Hijau,3,Success
2025-02-07,P02074,Pembersih Wajah,Perawatan,12000,2,24000,0,25000,49000,Umi,Bali,Offline,1,Failed
2025-02-07,P02075,Pasta Gigi,Perawatan,15000,3,45000,0,10000,55000,Gita,Depok,Online - Toko Hijau,5,Pending
2025-02-07,P02076,Shampo,Perawatan,20000,2,40000,0,18000,58000,Putra,Yogyakarta,Online - Toko Hijau,3,Failed
2025-02-07,P02077,Minyak Goreng,Makanan,18000,2,36000,0,22000,58000,Yusuf,Makassar,Online - Toko Oren,4,Success
2025-02-07,P02078,Pembersih Lantai,Pembersih,8000,2,16000,0,15000,31000,Vina,Semarang,Offline,5,Failed
2025-02-07,P02079,Teh,Makanan,15000,2,30000,0,15000,45000,Yusuf,Semarang,Online - Toko Oren,4,Success
2025-02-07,P02080,Pasta Gigi,Perawatan,15000,2,30000,0,15000,45000,Ocha,Jakarta,Online - Toko Hijau,1,Returned
2025-02-07,P02081,Shampo,Perawatan,20000,2,40000,0,25000,65000,Dewa,Medan,Online - Toko Hijau,2,Failed
2025-02-07,P02082,Teh,Makanan,15000,2,30000,0,0,30000,Lia,Bandung,Online - Toko Hijau,4,Failed
2025-02-07,P02083,Sabun Cuci,Pembersih,5000,1,5000,0,15000,20000,Gita,Jakarta,Online - Toko Hijau,4,Success
2025-02-07,P02084,Deterjen,Pembersih,10000,1,10000,0,13000,23000,Petrus,Tangerang,Online - Toko Hijau,1,Pending
2025-02-07,P02085,Pembersih Wajah,Perawatan,12000,1,12000,0,15000,27000,Santi,Jakarta,Offline,3,Success
2025-02-07,P02086,Sabun Mandi,Pembersih,7000,1,7000,0,13000,20000,Juli,Tangerang,Offline,2,Pending
2025-02-07,P02087,Teh,Makanan,15000,1,15000,0,20000,35000,Petrus,Surabaya,Online - Toko Oren,3,Success
2025-02-07,P02088,Shampo,Perawatan,20000,1,20000,0,13000,33000,Udin,Tangerang,Online - Toko Hijau,2,Failed
2025-02-07,P02089,Kopi,Makanan,25000,2,50000,0,15000,65000,Elisa,Semarang,Online - Toko Oren,4,Failed
2025-02-07,P02090,Teh,Makanan,15000,3,45000,0,18000,63000,Shinta,Yogyakarta,Offline,4,Returned
2025-02-07,P02091,Kopi,Makanan,25000,2,50000,0,22000,72000,Putra,Makassar,Offline,3,Success
2025-02-07,P02092,Teh,Makanan,15000,3,45000,0,30000,75000,Fiona,Samarinda,Offline,1,Pending
2025-02-07,P02093,Pembersih Wajah,Perawatan,12000,2,24000,0,30000,54000,Andi,Samarinda,Online - Toko Oren,2,Returned
2025-02-07,P02094,Kopi,Makanan,25000,1,25000,0,18000,43000,Udin,Yogyakarta,Offline,5,Success
2025-02-07,P02095,Deterjen,Pembersih,10000,1,10000,0,12000,22000,Bintang,Bekasi,Online - Toko Oren,2,Pending
2025-02-07,P02096,Pasta Gigi,Perawatan,15000,3,45000,0,25000,70000,Nanda,Medan,Online - Toko Hijau,2,Pending
2025-02-07,P02097,Kopi,Makanan,25000,1,25000,0,18000,43000,Lestari,Palembang,Online - Toko Oren,2,Failed
2025-02-07,P02098,Teh,Makanan,15000,1,15000,0,30000,45000,Kenny,Samarinda,Offline,3,Returned
2025-02-07,P02099,Kopi,Makanan,25000,3,75000,0,0,75000,Tina,Bandung,Online - Toko Hijau,4,Failed
2025-02-07,P02100,Deterjen,Pembersih,10000,1,10000,0,22000,32000,Taufik,Makassar,Online - Toko Hijau,4,Returned
2025-02-07,P02101,Teh,Makanan,15000,3,45000,0,18000,63000,Fadli,Yogyakarta,Online - Toko Hijau,2,Success
2025-02-07,P02102,Pembersih Lantai,Pembersih,8000,2,16000,0,12000,28000,Deni,Bogor,Offline,2,Returned
2025-02-07,P02103,Pembersih Lantai,Pembersih,8000,2,16000,0,12000,28000,Kirana,Bekasi,Online - Toko Oren,5,Success
2025-02-07,P02104,Sabun Cuci,Pembersih,5000,1,5000,0,15000,20000,Nadia,Jakarta,Online - Toko Oren,4,Success
2025-02-07,P02105,Minyak Goreng,Makanan,18000,3,54000,0,25000,79000,Oto,Medan,Offline,1,Returned
2025-02-07,P02106,Sabun Mandi,Pembersih,7000,3,21000,0,12000,33000,Tina,Bekasi,Online - Toko Oren,1,Success
2025-02-07,P02107,Teh,Makanan,15000,3,45000,0,12000,57000,Hadi,Bekasi,Online - Toko Oren,4,Failed
2025-02-07,P02108,Shampo,Perawatan,20000,2,40000,0,25000,65000,Taufik,Medan,Offline,2,Failed
2025-02-07,P02109,Sabun Cuci,Pembersih,5000,1,5000,0,22000,27000,Anisa,Makassar,Online - Toko Oren,4,Returned
2025-02-07,P02110,Pembersih Wajah,Perawatan,12000,3,36000,0,13000,49000,Umi,Tangerang,Online - Toko Oren,2,Pending
2025-02-07,P02111,Minyak Goreng,Makanan,18000,3,54000,0,12000,66000,Citra,Bekasi,Online - Toko Hijau,3,Returned
2025-02-07,P02112,Kopi,Makanan,25000,1,25000,0,20000,45000,Meli,Malang,Online - Toko Oren,1,Success
2025-02-07,P02113,Kopi,Makanan,25000,1,25000,0,12000,37000,Bintang,Bekasi,Offline,1,Success
2025-02-07,P02114,Pembersih Wajah,Perawatan,12000,2,24000,0,10000,34000,Eli,Depok,Online - Toko Hijau,2,Failed
2025-02-07,P02115,Teh,Makanan,15000,1,15000,0,25000,40000,Dina,Medan,Offline,1,Success
2025-02-07,P02116,Sabun Mandi,Pembersih,7000,3,21000,0,22000,43000,Tina,Makassar,Online - Toko Hijau,5,Failed
2025-02-07,P02117,Shampo,Perawatan,20000,2,40000,0,15000,55000,Tian,Semarang,Offline,5,Returned
2025-02-07,P02118,Teh,Makanan,15000,1,15000,0,20000,35000,Hana,Malang,Online - Toko Oren,5,Success
2025-02-07,P02119,Teh,Makanan,15000,3,45000,0,18000,63000,Nico,Palembang,Offline,5,Failed
2025-02-08,P02120,Shampo,Perawatan,20000,1,20000,0,20000,40000,Wira,Surabaya,Offline,3,Returned
2025-02-08,P02121,Minyak Goreng,Makanan,18000,1,18000,0,12000,30000,Ocha,Bogor,Offline,2,Returned
2025-02-08,P02122,Pasta Gigi,Perawatan,15000,2,30000,0,15000,45000,Ocha,Semarang,Online - Toko Oren,4,Returned
2025-02-08,P02123,Teh,Makanan,15000,2,30000,0,25000,55000,Gita,Bali,Offline,3,Failed
2025-02-08,P02124,Pasta Gigi,Perawatan,15000,1,15000,0,20000,35000,Vera,Surabaya,Offline,3,Returned
2025-02-08,P02125,Pembersih Lantai,Pembersih,8000,3,24000,0,0,24000,Petrus,Bandung,Online - Toko Hijau,4,Success
2025-02-08,P02126,Sabun Cuci,Pembersih,5000,1,5000,0,30000,35000,Putri,Samarinda,Online - Toko Oren,3,Pending
2025-02-08,P02127,Kopi,Makanan,25000,3,75000,0,30000,105000,Zahra,Samarinda,Offline,1,Success
2025-02-08,P02128,Pasta Gigi,Perawatan,15000,1,15000,0,0,15000,Yusuf,Bandung,Online - Toko Hijau,5,Pending
2025-02-08,P02129,Pembersih Wajah,Perawatan,12000,2,24000,0,12000,36000,Udin,Bogor,Online - Toko Hijau,1,Success
2025-02-08,P02130,Pembersih Wajah,Perawatan,12000,1,12000,0,20000,32000,Udin,Malang,Online - Toko Oren,1,Failed
2025-02-08,P02131,Shampo,Perawatan,20000,3,60000,0,10000,70000,Beni,Depok,Online - Toko Oren,5,Pending
2025-02-08,P02132,Minyak Goreng,Makanan,18000,3,54000,0,0,54000,Kirana,Bandung,Online - Toko Hijau,4,Success
2025-02-08,P02133,Teh,Makanan,15000,3,45000,0,15000,60000,Wira,Jakarta,Online - Toko Hijau,1,Failed
2025-02-08,P02134,Kopi,Makanan,25000,2,50000,0,15000,65000,Dina,Semarang,Offline,3,Failed
2025-02-08,P02135,Minyak Goreng,Makanan,18000,2,36000,0,15000,51000,Putra,Jakarta,Online - Toko Oren,3,Pending
2025-02-08,P02136,Deterjen,Pembersih,10000,2,20000,0,18000,38000,Omar,Palembang,Online - Toko Hijau,1,Success
2025-02-08,P02137,Sabun Mandi,Pembersih,7000,1,7000,0,18000,25000,Gandhi,Yogyakarta,Online - Toko Hijau,3,Success
2025-02-08,P02138,Shampo,Perawatan,20000,3,60000,0,30000,90000,Pandu,Samarinda,Online - Toko Hijau,3,Returned
2025-02-08,P02139,Pembersih Wajah,Perawatan,12000,2,24000,0,25000,49000,Mira,Medan,Online - Toko Hijau,3,Pending
2025-02-08,P02140,Deterjen,Pembersih,10000,2,20000,0,18000,38000,Chandra,Yogyakarta,Online - Toko Hijau,3,Returned
2025-02-08,P02141,Teh,Makanan,15000,1,15000,0,15000,30000,Nadia,Semarang,Online - Toko Oren,3,Pending
2025-02-08,P02142,Kopi,Makanan,25000,3,75000,0,20000,95000,Wira,Malang,Online - Toko Hijau,3,Success
2025-02-08,P02143,Pembersih Lantai,Pembersih,8000,2,16000,0,20000,36000,Wira,Malang,Offline,4,Failed
2025-02-08,P02144,Deterjen,Pembersih,10000,1,10000,0,22000,32000,Anisa,Makassar,Online - Toko Oren,5,Success
2025-02-08,P02145,Sabun Cuci,Pembersih,5000,3,15000,0,25000,40000,Budi,Medan,Online - Toko Hijau,1,Pending
2025-02-08,P02146,Deterjen,Pembersih,10000,1,10000,0,20000,30000,Petrus,Malang,Online - Toko Hijau,1,Success
2025-02-08,P02147,Sabun Mandi,Pembersih,7000,2,14000,0,12000,26000,Cindy,Bogor,Offline,2,Success
2025-02-08,P02148,Pasta Gigi,Perawatan,15000,3,45000,0,0,45000,Iwan,Bandung,Online - Toko Hijau,5,Failed
2025-02-08,P02149,Kopi,Makanan,25000,2,50000,0,25000,75000,Zahra,Bali,Online - Toko Hijau,1,Success
2025-02-08,P02150,Kopi,Makanan,25000,3,75000,0,15000,90000,Tegar,Jakarta,Online - Toko Hijau,2,Success
2025-02-08,P02151,Minyak Goreng,Makanan,18000,3,54000,0,22000,76000,Gita,Makassar,Online - Toko Hijau,2,Failed
2025-02-08,P02152,Teh,Makanan,15000,2,30000,0,20000,50000,Chandra,Malang,Offline,1,Success
2025-02-08,P02153,Sabun Mandi,Pembersih,7000,1,7000,0,10000,17000,Maya,Depok,Online - Toko Hijau,2,Success
2025-02-08,P02154,Pembersih Lantai,Pembersih,8000,1,8000,0,15000,23000,Rian,Semarang,Offline,4,Failed
2025-02-08,P02155,Sabun Mandi,Pembersih,7000,3,21000,0,18000,39000,Rudi,Palembang,Online - Toko Hijau,4,Pending
2025-02-08,P02156,Minyak Goreng,Makanan,18000,1,18000,0,0,18000,Deni,Bandung,Offline,2,Pending
2025-02-08,P02157,Teh,Makanan,15000,1,15000,0,30000,45000,Andi,Samarinda,Online - Toko Oren,2,Returned
2025-02-08,P02158,Pasta Gigi,Perawatan,15000,2,30000,0,15000,45000,Fikri,Semarang,Online - Toko Oren,2,Success
2025-02-08,P02159,Pembersih Wajah,Perawatan,12000,2,24000,0,18000,42000,Hendra,Palembang,Online - Toko Hijau,5,Returned
