Order ID,Order Date,Customer Name,City,Product Name,Unit Price,Quantity,Discount (%),Subtotal,Discount Amount,Total Sales,Shipping Fee,Grand Total,Payment Method,Order Status,Platform,Customer Rating,Jenis Kelamin
ORD00678,2024-12-05 18:26:01,Hana Nugroho,Surabaya,Tepung Terigu - Brand B,12000,4,20,,,,74000,,Transfer Bank,,TokTok,2,Perempuan
ORD01535,2024-12-05 20:42:00,Erna Wijaya,Bandar Lampung,Susu Bubuk - Brand C,55000,1,15,,,,28000,,e-Wallet,,Toko Ungu,5,Perempuan
ORD00566,2024-12-06 05:24:44,Joko Nugroho,Bandar Lampung,Daging Ayam - Brand A,35000,4,5,,,,28000,,Kartu Kredit,,Toko Hijau,1,Laki-laki
ORD01212,2024-12-06 10:45:28,Indra Syahputra,Semarang,Daging Ayam - Brand B,40000,2,20,,,,76000,,Transfer Bank,,Toko Ungu,5,Laki-laki
ORD00918,2024-12-07 05:20:33,Ani Hidayat,Samarinda,Garam - Brand B,5000,4,5,,,,43000,,e-Wallet,,Toko Orange,3,Perempuan
ORD00536,2024-12-07 07:43:37,Yani Utami,Jambi,Gula Pasir - Brand B,17000,4,5,,,,87000,,Kartu Kredit,,TokTok,1,Perempuan
ORD01192,2024-12-07 11:17:47,Yani Ramadhani,Kupang,Telur Ayam - Brand B,25000,2,5,,,,21000,,e-Wallet,,Toko Biru,5,Perempuan
ORD01010,2024-12-07 17:23:54,Oka Santoso,Manokwari,Garam - Brand B,5000,3,20,,,,18000,,COD,,Toko Biru,4,Laki-laki
ORD00439,2024-12-08 01:36:23,Sari Kurniawan,Medan,Daging Ayam - Brand C,45000,3,20,,,,79000,,COD,,TokTok,5,Perempuan
ORD01514,2024-12-08 21:13:51,Yani Saputra,Jayapura,Garam - Brand C,6000,4,10,,,,30000,,COD,,Toko Hijau,2,Perempuan
ORD01375,2024-12-09 02:06:13,Sari Halim,Banjarbaru,Beras - Brand A,14000,5,10,,,,55000,,COD,,Toko Orange,2,Perempuan
ORD00431,2024-12-09 09:35:56,Gita Saputra,Bengkulu,Beras - Brand C,16000,4,15,,,,72000,,Kartu Kredit,,TokTok,5,Perempuan
ORD00940,2024-12-09 13:48:54,Yani Budiman,Sofifi,Telur Ayam - Brand A,22000,3,10,,,,50000,,Kartu Kredit,,Toko Hijau,5,Perempuan
ORD00779,2024-12-09 15:24:11,Fitri Budiman,Manokwari,Minyak Goreng - Brand B,17000,5,20,,,,18000,,Transfer Bank,,Toko Hijau,1,Perempuan
ORD01099,2024-12-09 18:17:17,Lestari Santoso,Pangkalpinang,Gula Pasir - Brand C,18000,1,5,,,,18000,,Kartu Kredit,,Toko Biru,3,Perempuan
ORD01767,2024-12-10 06:53:53,Putri Saputra,Pontianak,Susu Bubuk - Brand C,55000,4,10,,,,85000,,e-Wallet,,Toko Ungu,2,Perempuan
ORD01006,2024-12-10 08:10:11,Clara Ananda,Bandung,Minyak Goreng - Brand C,18000,2,10,,,,0,,COD,,TokTok,2,Perempuan
ORD01815,2024-12-10 17:03:28,Erna Fauziah,Mataram,Daging Ayam - Brand B,40000,5,15,,,,56000,,e-Wallet,,Toko Biru,4,Perempuan
ORD01678,2024-12-11 01:45:48,Clara Setiawan,Manokwari,Tepung Terigu - Brand C,14000,1,20,,,,18000,,e-Wallet,,TokTok,2,Perempuan
ORD01658,2024-12-11 14:08:22,Kartika Fauziah,Mataram,Beras - Brand A,14000,1,5,,,,56000,,COD,,Toko Hijau,1,Perempuan
ORD01428,2024-12-12 03:26:19,Hana Saputra,Bengkulu,Daging Ayam - Brand C,45000,2,10,,,,72000,,COD,,TokTok,1,Perempuan
ORD01138,2024-12-12 07:06:33,Aulia Budiman,Jakarta,Beras - Brand C,16000,2,5,,,,97000,,Kartu Kredit,,Toko Biru,5,Perempuan
ORD00564,2024-12-12 08:13:48,Zahra Santoso,Nabire,Telur Ayam - Brand C,28000,3,20,,,,89000,,e-Wallet,,Toko Hijau,2,Perempuan
ORD01649,2024-12-12 09:12:04,Rizky Budiman,Gorontalo,Tepung Terigu - Brand C,14000,5,20,,,,80000,,Kartu Kredit,,TokTok,5,Laki-laki
ORD01561,2024-12-12 13:52:06,Zahra Rahmawati,Bengkulu,Beras - Brand C,16000,1,5,,,,72000,,Transfer Bank,,Toko Ungu,3,Perempuan
ORD00762,2024-12-12 19:17:27,Lestari Wijaya,Bandung,Bawang Merah - Brand A,30000,1,15,,,,0,,COD,,TokTok,4,Perempuan
ORD00871,2024-12-12 20:07:55,Putri Kurniawan,Nabire,Telur Ayam - Brand A,22000,1,20,,,,89000,,COD,,TokTok,2,Perempuan
ORD00887,2024-12-12 23:19:42,Bayu Maulana,Nabire,Beras - Brand A,14000,4,20,,,,89000,,Kartu Kredit,,Toko Orange,2,Laki-laki
ORD00991,2024-12-13 05:40:01,Indra Halim,Tanjung Selor,Susu Bubuk - Brand C,55000,2,5,,,,26000,,Transfer Bank,,TokTok,4,Laki-laki
ORD00808,2024-12-13 06:50:19,Zahra Ananda,Bandung,Garam - Brand B,5000,4,0,,,,0,,Kartu Kredit,,Toko Biru,4,Perempuan
ORD01538,2024-12-13 07:28:02,Zahra Santoso,Nabire,Tepung Terigu - Brand B,12000,2,10,,,,89000,,e-Wallet,,TokTok,5,Perempuan
ORD00584,2024-12-13 10:40:28,Wahyu Fauziah,Medan,Susu Bubuk - Brand B,50000,2,15,,,,79000,,e-Wallet,,Toko Biru,1,Laki-laki
ORD01655,2024-12-13 17:04:55,Zahra Budiman,Ambon,Tepung Terigu - Brand C,14000,5,15,,,,49000,,Kartu Kredit,,Toko Ungu,4,Perempuan
ORD00320,2024-12-14 01:54:41,Zahra Kurniawan,Wamena,Gula Pasir - Brand B,17000,3,20,,,,15000,,COD,,Toko Orange,4,Perempuan
ORD00320,2024-12-14 01:54:41,Zahra Kurniawan,Wamena,Beras - Brand C,16000,4,5,,,,0,,COD,,Toko Orange,4,Perempuan
ORD01373,2024-12-14 14:21:08,Kartika Hidayat,Makassar,Garam - Brand B,5000,3,20,,,,84000,,Kartu Kredit,,TokTok,4,Perempuan
ORD01582,2024-12-15 08:01:43,Eka Rahmawati,Samarinda,Bawang Merah - Brand C,40000,2,5,,,,43000,,Transfer Bank,,Toko Biru,5,Perempuan
ORD00922,2024-12-15 09:51:51,Bella Hidayat,Medan,Gula Pasir - Brand C,18000,2,15,,,,79000,,Transfer Bank,,Toko Ungu,5,Perempuan
ORD00936,2024-12-15 12:01:18,Yani Ananda,Mataram,Beras - Brand C,16000,5,15,,,,56000,,e-Wallet,,Toko Orange,5,Perempuan
ORD00289,2024-12-15 12:06:14,Erna Kurniawan,Tanjung Selor,Minyak Goreng - Brand A,16000,3,10,,,,26000,,Transfer Bank,,Toko Biru,1,Perempuan
ORD01404,2024-12-15 12:42:50,Qori Saputra,Palembang,Minyak Goreng - Brand A,16000,3,0,,,,17000,,e-Wallet,,Toko Biru,5,Perempuan
ORD01574,2024-12-15 14:49:33,Dewi Puspita,Jayapura,Daging Ayam - Brand B,40000,5,10,,,,30000,,Transfer Bank,,Toko Ungu,3,Perempuan
ORD00591,2024-12-16 10:27:55,Eka Maulana,Semarang,Minyak Goreng - Brand A,16000,3,0,,,,76000,,Kartu Kredit,,Toko Ungu,3,Perempuan
ORD01248,2024-12-16 11:38:06,Citra Maulana,Bengkulu,Telur Ayam - Brand B,25000,5,0,,,,72000,,Kartu Kredit,,Toko Hijau,5,Perempuan
ORD00573,2024-12-16 11:47:05,Vina Syahputra,Pekanbaru,Susu Bubuk - Brand B,50000,3,5,,,,49000,,Transfer Bank,,Toko Orange,1,Perempuan
ORD01044,2024-12-16 12:51:56,Citra Rahmawati,Sofifi,Tepung Terigu - Brand C,14000,4,20,,,,50000,,Transfer Bank,,Toko Biru,2,Perempuan
ORD01644,2024-12-16 18:53:26,Zahra Budiman,Ambon,Daging Ayam - Brand B,40000,4,15,,,,49000,,Transfer Bank,,Toko Orange,2,Perempuan
ORD00372,2024-12-17 11:22:23,Aulia Utami,Yogyakarta,Susu Bubuk - Brand B,50000,4,15,,,,78000,,e-Wallet,,Toko Ungu,2,Perempuan
ORD00300,2024-12-17 11:48:14,Hana Syahputra,Makassar,Beras - Brand A,14000,4,10,,,,84000,,Kartu Kredit,,Toko Orange,5,Perempuan
ORD01187,2024-12-17 19:23:13,Citra Hidayat,Merauke,Tepung Terigu - Brand B,12000,4,20,,,,59000,,e-Wallet,,Toko Hijau,1,Perempuan
ORD00355,2024-12-17 23:03:31,Eka Ananda,Makassar,Garam - Brand B,5000,2,0,,,,84000,,Transfer Bank,,Toko Biru,4,Perempuan
ORD00400,2024-12-18 03:53:53,Dewi Pradipta,Pontianak,Gula Pasir - Brand A,16000,3,10,,,,85000,,COD,,TokTok,1,Perempuan
ORD00400,2024-12-18 03:53:53,Dewi Pradipta,Pontianak,Gula Pasir - Brand B,17000,4,5,,,,0,,COD,,TokTok,1,Perempuan
ORD00638,2024-12-19 00:43:32,Iwan Rahmawati,Bandung,Telur Ayam - Brand A,22000,1,20,,,,0,,COD,,TokTok,1,Laki-laki
ORD01036,2024-12-19 00:52:37,Yani Santoso,Pontianak,Gula Pasir - Brand C,18000,5,5,,,,85000,,e-Wallet,,Toko Orange,5,Perempuan
ORD01661,2024-12-19 01:05:02,Qori Santoso,Wamena,Susu Bubuk - Brand A,45000,1,20,,,,15000,,e-Wallet,,Toko Biru,1,Perempuan
ORD00352,2024-12-19 03:01:32,Aulia Iskandar,Surabaya,Telur Ayam - Brand C,28000,3,15,,,,74000,,Kartu Kredit,,Toko Biru,5,Perempuan
ORD00352,2024-12-19 03:01:32,Aulia Iskandar,Surabaya,Beras - Brand B,15000,4,15,,,,0,,Kartu Kredit,,Toko Biru,5,Perempuan
ORD00030,2024-12-19 10:05:14,Indra Halim,Tanjung Selor,Gula Pasir - Brand B,17000,1,20,,,,26000,,Kartu Kredit,,Toko Hijau,4,Laki-laki
ORD01078,2024-12-19 18:03:30,Qori Utami,Serang,Minyak Goreng - Brand B,17000,3,5,,,,57000,,e-Wallet,,TokTok,1,Perempuan
ORD01290,2024-12-19 19:14:50,Putri Setiawan,Merauke,Minyak Goreng - Brand B,17000,3,5,,,,59000,,e-Wallet,,Toko Hijau,4,Perempuan
ORD01380,2024-12-19 21:39:06,Indra Setiawan,Mataram,Susu Bubuk - Brand A,45000,1,10,,,,56000,,COD,,Toko Ungu,5,Laki-laki
ORD00667,2024-12-20 05:21:00,Iwan Budiman,Semarang,Bawang Merah - Brand C,40000,2,5,,,,76000,,Kartu Kredit,,Toko Orange,2,Laki-laki
ORD01487,2024-12-20 20:11:48,Dimas Halim,Palangka Raya,Minyak Goreng - Brand C,18000,4,20,,,,50000,,Kartu Kredit,,Toko Hijau,2,Laki-laki
ORD01600,2024-12-21 09:54:06,Gita Utami,Pangkalpinang,Telur Ayam - Brand C,28000,3,0,,,,18000,,e-Wallet,,TokTok,3,Perempuan
ORD01146,2024-12-21 17:18:24,Arif Fauziah,Denpasar,Telur Ayam - Brand A,22000,1,10,,,,80000,,COD,,Toko Orange,5,Laki-laki
ORD00234,2024-12-21 19:05:48,Dina Nugroho,Jakarta,Susu Bubuk - Brand A,45000,3,0,,,,97000,,Kartu Kredit,,TokTok,3,Perempuan
ORD00943,2024-12-22 00:31:35,Citra Iskandar,Palangka Raya,Susu Bubuk - Brand A,45000,2,10,,,,50000,,COD,,Toko Biru,5,Perempuan
ORD01017,2024-12-22 02:58:20,Aulia Rahmawati,Jambi,Tepung Terigu - Brand C,14000,5,20,,,,87000,,Transfer Bank,,Toko Ungu,3,Perempuan
ORD01045,2024-12-22 08:50:45,Dewi Utami,Bandung,Minyak Goreng - Brand B,17000,3,0,,,,0,,e-Wallet,,Toko Orange,1,Perempuan
ORD00214,2024-12-22 09:47:03,Eka Syahputra,Jakarta,Garam - Brand C,6000,2,10,,,,97000,,COD,,Toko Ungu,2,Perempuan
ORD01831,2024-12-22 10:43:04,Yani Santoso,Pontianak,Telur Ayam - Brand A,22000,3,10,,,,85000,,e-Wallet,,Toko Hijau,2,Perempuan
ORD01753,2024-12-22 19:59:04,Dina Hidayat,Pekanbaru,Telur Ayam - Brand A,22000,1,15,,,,49000,,Kartu Kredit,,Toko Ungu,4,Perempuan
ORD01345,2024-12-22 21:25:18,Citra Kurniawan,Merauke,Beras - Brand A,14000,5,5,,,,59000,,e-Wallet,,Toko Orange,1,Perempuan
ORD01310,2024-12-23 04:04:10,Tono Ananda,Kendari,Daging Ayam - Brand A,35000,1,20,,,,59000,,e-Wallet,,Toko Orange,5,Laki-laki
ORD00361,2024-12-23 05:25:39,Gita Iskandar,Banjarbaru,Tepung Terigu - Brand C,14000,3,20,,,,55000,,Kartu Kredit,,Toko Orange,5,Perempuan
ORD00098,2024-12-23 07:17:42,Hendra Ramadhani,Jayapura,Beras - Brand B,15000,4,15,,,,30000,,Transfer Bank,,Toko Ungu,3,Laki-laki
ORD01001,2024-12-23 08:31:35,Sari Saputra,Gorontalo,Gula Pasir - Brand A,16000,5,0,,,,80000,,Kartu Kredit,,Toko Orange,2,Perempuan
ORD01497,2024-12-23 16:51:26,Erna Santoso,Samarinda,Gula Pasir - Brand C,18000,2,10,,,,43000,,e-Wallet,,Toko Biru,4,Perempuan
ORD01023,2024-12-24 02:06:28,Bella Nugroho,Banjarbaru,Beras - Brand A,14000,4,15,,,,55000,,COD,,Toko Biru,5,Perempuan
ORD00031,2024-12-24 05:20:40,Budi Fauziah,Manado,Beras - Brand A,14000,2,10,,,,93000,,e-Wallet,,Toko Ungu,1,Laki-laki
ORD00031,2024-12-24 05:20:40,Budi Fauziah,Manado,Garam - Brand B,5000,2,0,,,,0,,e-Wallet,,Toko Ungu,1,Laki-laki
ORD00512,2024-12-24 05:55:54,Aulia Utami,Yogyakarta,Tepung Terigu - Brand A,10000,4,20,,,,78000,,COD,,Toko Orange,4,Perempuan
ORD01515,2024-12-24 08:59:34,Dewi Ananda,Palangka Raya,Telur Ayam - Brand A,22000,1,5,,,,50000,,COD,,Toko Orange,2,Perempuan
ORD01449,2024-12-25 00:00:50,Citra Maulana,Bengkulu,Telur Ayam - Brand A,22000,1,0,,,,72000,,Kartu Kredit,,Toko Orange,2,Perempuan
ORD01144,2024-12-25 07:02:30,Ani Ramadhani,Sofifi,Garam - Brand B,5000,3,5,,,,50000,,Transfer Bank,,TokTok,5,Perempuan
ORD00520,2024-12-25 12:01:17,Zahra Santoso,Nabire,Bawang Merah - Brand A,30000,1,10,,,,89000,,Kartu Kredit,,Toko Ungu,2,Perempuan
ORD00865,2024-12-25 16:42:34,Wahyu Hidayat,Wamena,Telur Ayam - Brand A,22000,1,0,,,,15000,,e-Wallet,,Toko Hijau,5,Laki-laki
ORD01034,2024-12-25 18:42:55,Erna Maulana,Sorong,Telur Ayam - Brand C,28000,4,20,,,,87000,,Kartu Kredit,,Toko Orange,3,Perempuan
ORD00725,2024-12-26 01:42:41,Fitri Halim,Denpasar,Susu Bubuk - Brand A,45000,3,0,,,,80000,,Transfer Bank,,Toko Hijau,4,Perempuan
ORD00989,2024-12-26 10:42:37,Eka Syahputra,Jakarta,Minyak Goreng - Brand C,18000,1,5,,,,97000,,e-Wallet,,Toko Biru,3,Perempuan
ORD01265,2024-12-26 11:10:25,Clara Iskandar,Pangkalpinang,Susu Bubuk - Brand A,45000,1,10,,,,18000,,Kartu Kredit,,TokTok,4,Perempuan
ORD00434,2024-12-26 16:31:06,Bella Utami,Padang,Tepung Terigu - Brand B,12000,5,15,,,,68000,,e-Wallet,,TokTok,5,Perempuan
ORD00823,2024-12-26 16:38:15,Sari Pradipta,Banda Aceh,Telur Ayam - Brand A,22000,5,20,,,,18000,,Kartu Kredit,,Toko Ungu,1,Perempuan
ORD00493,2024-12-26 21:22:01,Putri Syahputra,Mamuju,Beras - Brand B,15000,2,20,,,,46000,,Kartu Kredit,,TokTok,2,Perempuan
ORD01465,2024-12-26 22:17:50,Fitri Saputra,Jakarta,Gula Pasir - Brand A,16000,1,5,,,,97000,,e-Wallet,,Toko Hijau,2,Perempuan
ORD00882,2024-12-27 01:42:24,Ani Fauziah,Jakarta,Beras - Brand B,15000,5,20,,,,97000,,COD,,Toko Ungu,3,Perempuan
ORD01357,2024-12-27 03:09:03,Aulia Rahmawati,Jambi,Tepung Terigu - Brand C,14000,2,15,,,,87000,,Kartu Kredit,,Toko Ungu,4,Perempuan
ORD00316,2024-12-28 09:29:28,Bella Budiman,Palembang,Telur Ayam - Brand C,28000,3,5,,,,17000,,Kartu Kredit,,Toko Biru,2,Perempuan
ORD00475,2024-12-28 12:03:22,Kartika Ananda,Pekanbaru,Beras - Brand B,15000,2,0,,,,49000,,COD,,Toko Ungu,3,Perempuan
ORD00475,2024-12-28 12:03:22,Kartika Ananda,Pekanbaru,Daging Ayam - Brand A,35000,1,5,,,,0,,COD,,Toko Ungu,3,Perempuan
ORD00071,2024-12-28 12:21:02,Galih Puspita,Manado,Telur Ayam - Brand A,22000,2,10,,,,93000,,e-Wallet,,Toko Ungu,1,Laki-laki
ORD00071,2024-12-28 12:21:02,Galih Puspita,Manado,Garam - Brand B,5000,2,10,,,,0,,e-Wallet,,Toko Ungu,1,Laki-laki
ORD01139,2024-12-28 13:26:27,Clara Utami,Pangkalpinang,Garam - Brand C,6000,3,15,,,,18000,,e-Wallet,,Toko Ungu,2,Perempuan
ORD00120,2024-12-28 18:31:49,Yani Puspita,Palembang,Garam - Brand B,5000,4,15,,,,17000,,Kartu Kredit,,Toko Hijau,5,Perempuan
ORD01813,2024-12-28 20:05:44,Ani Hidayat,Samarinda,Telur Ayam - Brand A,22000,2,15,,,,43000,,Transfer Bank,,TokTok,2,Perempuan
ORD00710,2024-12-28 22:05:44,Nanda Iskandar,Pontianak,Telur Ayam - Brand B,25000,5,20,,,,85000,,Kartu Kredit,,Toko Orange,5,Laki-laki
ORD00509,2024-12-28 22:28:11,Kartika Fauziah,Mataram,Gula Pasir - Brand B,17000,4,20,,,,56000,,Transfer Bank,,Toko Biru,3,Perempuan
ORD00996,2024-12-29 01:36:56,Eka Halim,Manado,Susu Bubuk - Brand B,50000,2,0,,,,93000,,COD,,TokTok,1,Perempuan
ORD00663,2024-12-29 01:38:28,Made Kusuma,Makassar,Gula Pasir - Brand C,18000,4,5,,,,84000,,COD,,TokTok,1,Laki-laki
ORD00508,2024-12-29 04:29:32,Yani Saputra,Jayapura,Bawang Merah - Brand B,35000,1,10,,,,30000,,e-Wallet,,Toko Biru,3,Perempuan
ORD00824,2024-12-29 08:59:39,Hendra Wijaya,Wamena,Bawang Merah - Brand A,30000,2,20,,,,15000,,Kartu Kredit,,Toko Biru,1,Laki-laki
ORD00916,2024-12-29 11:00:08,Bella Rahmawati,Kendari,Garam - Brand B,5000,3,10,,,,59000,,Kartu Kredit,,Toko Ungu,4,Perempuan
ORD01728,2024-12-29 19:37:27,Dimas Puspita,Pangkalpinang,Gula Pasir - Brand C,18000,2,0,,,,18000,,Transfer Bank,,TokTok,2,Laki-laki
ORD00861,2024-12-30 06:44:36,Ani Ramadhani,Sofifi,Beras - Brand A,14000,5,15,,,,50000,,Kartu Kredit,,TokTok,5,Perempuan
ORD00108,2024-12-30 19:18:51,Sari Budiman,Sorong,Tepung Terigu - Brand A,10000,4,5,,,,87000,,Transfer Bank,,Toko Biru,2,Perempuan
ORD00785,2024-12-30 22:01:08,Qori Hidayat,Palembang,Minyak Goreng - Brand A,16000,4,15,,,,17000,,Transfer Bank,,Toko Biru,2,Perempuan
ORD00145,2024-12-30 22:19:35,Erna Wijaya,Bandar Lampung,Garam - Brand A,4000,1,5,,,,28000,,COD,,Toko Ungu,1,Perempuan
ORD01652,2024-12-31 00:22:32,Yani Santoso,Pontianak,Gula Pasir - Brand B,17000,3,0,,,,85000,,e-Wallet,,Toko Ungu,4,Perempuan
ORD00086,2024-12-31 01:35:05,Yoga Wijaya,Medan,Minyak Goreng - Brand B,17000,3,0,,,,79000,,Transfer Bank,,Toko Orange,4,Laki-laki
ORD01029,2024-12-31 04:57:21,Galih Iskandar,Ambon,Beras - Brand B,15000,2,0,,,,49000,,Transfer Bank,,Toko Hijau,4,Laki-laki
ORD00748,2024-12-31 06:05:23,Vina Hidayat,Nabire,Tepung Terigu - Brand C,14000,1,10,,,,89000,,Transfer Bank,,Toko Hijau,1,Perempuan
ORD00044,2024-12-31 11:17:48,Nanda Utami,Manado,Susu Bubuk - Brand C,55000,2,10,,,,93000,,Kartu Kredit,,TokTok,1,Laki-laki
ORD00961,2024-12-31 12:00:33,Clara Iskandar,Pangkalpinang,Garam - Brand C,6000,5,5,,,,18000,,COD,,Toko Hijau,3,Perempuan
ORD00262,2024-12-31 13:21:45,Dewi Ramadhani,Yogyakarta,Daging Ayam - Brand A,35000,3,0,,,,78000,,Transfer Bank,,Toko Ungu,5,Perempuan
ORD01764,2024-12-31 15:52:42,Qori Fauziah,Surabaya,Garam - Brand A,4000,4,10,,,,74000,,COD,,TokTok,5,Perempuan
ORD00406,2024-12-31 18:50:24,Eka Maulana,Semarang,Tepung Terigu - Brand A,10000,4,10,,,,76000,,Transfer Bank,,Toko Orange,1,Perempuan
ORD00406,2024-12-31 18:50:24,Eka Maulana,Semarang,Susu Bubuk - Brand C,55000,2,15,,,,0,,Transfer Bank,,Toko Orange,1,Perempuan
ORD00233,2024-12-31 19:40:15,Gita Puspita,Palu,Tepung Terigu - Brand C,14000,1,20,,,,67000,,COD,,Toko Biru,4,Perempuan
ORD01065,2024-12-31 22:57:46,Dewi Budiman,Kupang,Garam - Brand C,6000,3,20,,,,21000,,COD,,TokTok,5,Perempuan
ORD01491,2025-01-01 01:38:59,Hana Wijaya,Sorong,Beras - Brand C,16000,5,0,,,,87000,,COD,,Toko Orange,4,Perempuan
ORD00442,2025-01-01 04:22:26,Gita Kusuma,Pekanbaru,Daging Ayam - Brand B,40000,4,20,,,,49000,,Kartu Kredit,,Toko Hijau,4,Perempuan
ORD00223,2025-01-01 07:35:26,Aulia Syahputra,Medan,Tepung Terigu - Brand B,12000,4,20,,,,79000,,e-Wallet,,Toko Ungu,2,Perempuan
ORD00724,2025-01-01 11:25:56,Vina Maulana,Wamena,Bawang Merah - Brand A,30000,3,20,,,,15000,,e-Wallet,,Toko Biru,4,Perempuan
ORD01549,2025-01-01 14:33:43,Fitri Ramadhani,Surabaya,Telur Ayam - Brand C,28000,5,5,,,,74000,,COD,,TokTok,3,Perempuan
ORD01854,2025-01-01 15:55:20,Tono Kurniawan,Semarang,Garam - Brand C,6000,4,10,,,,76000,,Transfer Bank,,Toko Orange,3,Laki-laki
ORD00642,2025-01-01 19:03:13,Hendra Syahputra,Wamena,Telur Ayam - Brand A,22000,1,10,,,,15000,,COD,,Toko Ungu,1,Laki-laki
ORD01352,2025-01-01 19:33:36,Indra Halim,Tanjung Selor,Gula Pasir - Brand C,18000,1,5,,,,26000,,Transfer Bank,,Toko Ungu,5,Laki-laki
ORD00616,2025-01-01 20:23:41,Wahyu Hidayat,Wamena,Garam - Brand A,4000,1,20,,,,15000,,e-Wallet,,TokTok,3,Laki-laki
ORD00528,2025-01-02 03:24:12,Zahra Setiawan,Banjarbaru,Gula Pasir - Brand B,17000,1,10,,,,55000,,Kartu Kredit,,Toko Orange,2,Perempuan
ORD00809,2025-01-02 06:14:57,Yani Ananda,Mataram,Beras - Brand B,15000,2,0,,,,56000,,e-Wallet,,Toko Hijau,1,Perempuan
ORD00413,2025-01-02 10:44:41,Kartika Saputra,Palu,Gula Pasir - Brand A,16000,2,10,,,,67000,,Kartu Kredit,,Toko Ungu,3,Perempuan
ORD00413,2025-01-02 10:44:41,Kartika Saputra,Palu,Daging Ayam - Brand C,45000,1,20,,,,0,,Kartu Kredit,,Toko Ungu,3,Perempuan
ORD00677,2025-01-02 19:46:20,Zahra Utami,Sofifi,Bawang Merah - Brand B,35000,4,15,,,,50000,,COD,,TokTok,2,Perempuan
ORD00212,2025-01-02 21:14:50,Eka Saputra,Tanjungpinang,Susu Bubuk - Brand C,55000,1,10,,,,48000,,Kartu Kredit,,Toko Biru,2,Perempuan
ORD00670,2025-01-03 08:02:52,Wahyu Pradipta,Jakarta,Gula Pasir - Brand A,16000,1,15,,,,97000,,e-Wallet,,Toko Orange,4,Laki-laki
ORD00556,2025-01-03 09:11:14,Fajar Puspita,Denpasar,Daging Ayam - Brand B,40000,4,15,,,,80000,,e-Wallet,,Toko Biru,5,Laki-laki
ORD00221,2025-01-03 12:36:08,Putri Halim,Padang,Bawang Merah - Brand B,35000,4,15,,,,68000,,COD,,Toko Ungu,4,Perempuan
ORD00221,2025-01-03 12:36:08,Putri Halim,Padang,Gula Pasir - Brand B,17000,5,20,,,,0,,COD,,Toko Ungu,4,Perempuan
ORD01121,2025-01-03 13:35:18,Yani Puspita,Palembang,Susu Bubuk - Brand C,55000,4,0,,,,17000,,COD,,Toko Orange,3,Perempuan
ORD01394,2025-01-03 13:36:40,Sari Kurniawan,Medan,Garam - Brand A,4000,5,10,,,,79000,,e-Wallet,,Toko Ungu,2,Perempuan
ORD01758,2025-01-03 18:34:19,Fitri Halim,Denpasar,Daging Ayam - Brand A,35000,1,5,,,,80000,,COD,,TokTok,2,Perempuan
ORD00184,2025-01-04 03:00:05,Yani Wijaya,Surabaya,Garam - Brand A,4000,3,15,,,,74000,,COD,,Toko Hijau,1,Perempuan
ORD00184,2025-01-04 03:00:05,Yani Wijaya,Surabaya,Gula Pasir - Brand B,17000,2,10,,,,0,,COD,,Toko Hijau,1,Perempuan
ORD00656,2025-01-04 06:55:23,Qori Utami,Serang,Garam - Brand B,5000,5,0,,,,57000,,Kartu Kredit,,Toko Biru,1,Perempuan
ORD01520,2025-01-04 13:32:38,Dewi Ananda,Palangka Raya,Gula Pasir - Brand A,16000,1,5,,,,50000,,e-Wallet,,TokTok,1,Perempuan
ORD00851,2025-01-04 16:10:08,Citra Budiman,Bandung,Beras - Brand B,15000,1,15,,,,0,,COD,,Toko Hijau,1,Perempuan
ORD01433,2025-01-04 19:08:58,Clara Iskandar,Pangkalpinang,Tepung Terigu - Brand A,10000,1,5,,,,18000,,Kartu Kredit,,Toko Hijau,3,Perempuan
ORD01803,2025-01-04 19:15:04,Erna Hidayat,Bandar Lampung,Gula Pasir - Brand B,17000,5,10,,,,28000,,e-Wallet,,Toko Orange,5,Perempuan
ORD00081,2025-01-04 19:24:16,Hendra Wijaya,Wamena,Beras - Brand B,15000,3,15,,,,15000,,Transfer Bank,,Toko Biru,4,Laki-laki
ORD00430,2025-01-05 08:36:19,Gita Wijaya,Sorong,Telur Ayam - Brand C,28000,5,10,,,,87000,,Kartu Kredit,,Toko Hijau,5,Perempuan
ORD00430,2025-01-05 08:36:19,Gita Wijaya,Sorong,Gula Pasir - Brand C,18000,4,10,,,,0,,Kartu Kredit,,Toko Hijau,5,Perempuan
ORD01337,2025-01-05 19:28:39,Citra Maulana,Bengkulu,Susu Bubuk - Brand A,45000,4,0,,,,72000,,COD,,Toko Orange,4,Perempuan
ORD00951,2025-01-05 20:18:25,Dimas Utami,Bandung,Daging Ayam - Brand A,35000,3,15,,,,0,,Kartu Kredit,,TokTok,1,Laki-laki
ORD00009,2025-01-05 21:49:47,Tono Syahputra,Wamena,Garam - Brand A,4000,3,10,,,,15000,,Kartu Kredit,,Toko Hijau,4,Laki-laki
ORD01054,2025-01-05 23:06:47,Putri Syahputra,Mamuju,Minyak Goreng - Brand C,18000,3,5,,,,46000,,Transfer Bank,,Toko Ungu,2,Perempuan
ORD01071,2025-01-06 04:16:54,Qori Fauziah,Surabaya,Tepung Terigu - Brand A,10000,2,10,,,,74000,,COD,,Toko Biru,5,Perempuan
